,stemmed_tokens
1306,"['gan', 'fortnite', 'fps']"
1307,['kredit']
1308,"['order', 'pcnya']"
1309,"['packingnya', 'pakai', 'kak', 'kirim', 'kota']"
1310,"['pes', '2022', 'spek', 'gan']"
1311,"['valorant', 'setinganya', 'min', 'fps']"
1312,"['konek', 'wifi', 'gan']"
1313,"['error', 'ganti', '100', 'garansi', 'slow', 'respon', 'rusa', 'produk']"
1314,"['barang', 'dus', 'garansi']"
1315,"['gan', 'speaker']"
1316,"['makan', 'new', 'world', 'lanjay', 'min']"
1317,"['pcnya', 'ngelag', 'grafik', 'tinggi', 'pakai', 'makan', 'game', 'game']"
1318,"['monitor', 'ganti', 'samsung', '24', 'inc', '', 'kak']"
1319,"['makan', 'genshin', 'impact', 'fps']"
1320,"['toko', 'mana', 'iya', 'gan']"
1321,"['pc', 'aha', 'gan']"
1322,"['kak', 'request', 'vga', 'bisamisalnya', 'request', 'vga', 'gtx', '1650', 'bisabisa', 'cod', 'pulau']"
1323,"['mouse', 'keyboard', 'kak']"
1324,['monitor']
1325,"['game', 'offlinenya', 'tinggal', 'makan']"
1326,"['paket', 'kak']"
1327,"['kak', 'packingnya', 'pakai', 'aman', 'kota']"
1328,"['abang', 'vga', '', 'gt1030', 'pilih', 'salah', 'kah', 'opsi', 'beli', 'ny', 'req']"
1329,"['upgrade', 'ram']"
1330,"['harddisk', '500gb', '', 'ssd', '120gb', 'pilih', 'salah']"
1331,"['ganti', 'samsung', '24', 'inc', 'tambah']"
1332,['garansi']
1333,['cod']
1334,['kredit']
1335,"['kak', 'cod']"
1336,"['req', 'game', 'minimal']"
1337,"['kirim', 'kejakarta', 'aman', 'iya']"
1338,"['bang', 'aplikasi', 'arcgis', 'cocok']"
1339,['bang']
1340,['kirim']
1341,"['halo', 'slot', 'sata']"
1342,"['ram', 'mhz', 'kak']"
1343,"['paket', 'lcd']"
1344,['ready']
1345,"['halo2', 'pilih', 'estimasi', 'tanggal', '17', 'iya']"
1346,"['kak', 'psu', 'merek', 'tau']"
1347,"['ganti', 'cpu', 'i5', '12600k', 'dikit']"
1348,"['1050', 'ti', '4gb', 'ganti', 'rx', '580', '8gb']"
1349,"['i7', 'gen', 'gan']"
1350,"['rakit', 'instalasi', 'lama', 'gan', 'order', 'jam', '9', 'pagi', 'kira', 'kirim', 'jam', 'via', 'gosend']"
1351,['kredit']
1352,"['selamat', 'pagi', 'bos untuk', 'tambah', 'ram', 'storage']"
1353,"['gan', 'pc', 'install', 'game', 'gambar', 'slide']"
1354,"['resolusi', 'monitor']"
1355,"['request', 'case', 'om']"
1356,"['fullset', 'ready', 'gan', 'ram', 'total', '16gb', 'harga', 'total']"
1357,"['gan', 'processor', 'upgrade', 'gen', 'atas']"
1358,"['kak', 'kira', 'kuat', 'main', 'game', 'life', 'after', 'grafik', 'ultra', 'hd', 'bhkan', 'srius', 'nanya']"
1359,"['monitor', 'ganti', '144hz', 'ram', 'up', '16gb', 'kaknambah']"
1360,"['monitor', 'hz', 'kak']"
1361,"['ram', 'up']"
1362,"['live', 'streaming', 'game', 'min']"
1363,"['beli', 'pc', 'monitor']"
1364,"['kak', 'monitor', 'ganti', 'samsung', '49', 'ch9hg90dme', 'qled', 'curve', 'tambah']"
1365,"['budget', '7', 'juta', 'speknya']"
1366,"['gan', 'mother', 'high', 'end', 'biar', 'modif', '2-4', 'tahun', 'request', 'instal', 'game', 'battlefield', 'world', 'war', 'dll']"
1367,"['apex', 'rata', 'kanan', 'min']"
1368,"['ting', 'gan', 'konsumsi', 'watt', 'rendah', 'biar', '500', 'watt']"
1369,"['makan', 'makan', 'game', 'berat', 'live', 'streaming', 'edit', 'video', 'kuat', 'gan']"
1370,"['bang', 'beli', 'cpunya', 'bang']"
1371,"['upgrade', 'able']"
1372,"['game', 'rdr2', '', 'kuat', 'rata', 'tengah kanan']"
1373,"['kartu', 'grafis', 'ganti', 'gtx', '1650', 'ti']"
1374,"['monitor', 'merek', 'gan']"
1375,"['pakai', 'listrik', 'fixnya', 'wat', 'min']"
1376,"['makan', 'pubg', 'stream', 'settingan', 'tinggi']"
1377,"['gan', 'ram', 'ganti', '16gb', 'dual', 'chanel', '3000mhz']"
1378,"['windows', 'ny', '10', 'pro', '64', 'bit']"
1379,"['monitor', 'merek', 'gan', 'curved', 'flat']"
1380,"['kirim', 'palembang', 'aman', 'gan']"
1381,"['rata', 'kanan', 'all', 'game', 'min', 'yt', 'ber', 'nyamau', 'review', 'game']"
1382,"['gan', 'update', 'vga', 'ssd', 'iya']"
1383,"['info', 'konsumsi', 'daya', 'gan']"
1384,"['hdd', '1tb', 'ssd', '256gb', 'min', 'total', 'maaf']"
1385,"['min', 'makan', 'truck', 'simulator', 'mentok', 'kah', 'settingannya']"
1386,"['nanya', 'req', 'game']"
1387,"['gan', 'pakai', 'game', 'microsoft', 'flight', 'simulator', 'frame', 'drop', '', 'fps', 'rata']"
1388,"['min', 'minecraft', 'fps', 'tolong', 'min', 'beli']"
1389,"['min', 'hardisk-', 'ubah', '1tb', 'tambah', 'biaya']"
1390,"['ubah', 'min']"
1391,"['ready', 'gan']"
